Sentiment,User,Post Content
Negative,skyasylumpilot,#SocialismIsReal #NoMoreLockdowns #nm #GreatReset
Negative,howlindawgs,@_Jenzy__ MAGA account. Patriot. I will follow back. #Nomorelockdowns
Negative,sandyriccobono,RT @Coleyufo: #FightBack &amp; Join the fight to #BreakTheLockdowns! Drop your #Twitter Handel below and follow/follow back #CovidAudit Trains…
Negative,TriciaTxGOP,Do the checkpoints in NY remind anyone of Checkpoint Charlie? Checkpoint Cuomo! #NoLockdowns #Thanksgiving #MAGA… https://t.co/8bnHEBY6MQ
Neutral,TripleTRanch15,#Lockdown3
Neutral,Vera32070983,RT @LeeSmithDC: Quarantine the healthy!
Neutral,al_bouchard13,RT @LeeSmithDC: Quarantine the healthy!
Neutral,Olgrumpyfart1,RT @LeeSmithDC: Quarantine the healthy!
Neutral,hudkinskirk0,RT @LeeSmithDC: Quarantine the healthy!
Neutral,AruliusMarcus,RT @LeeSmithDC: Quarantine the healthy!
Neutral,SandyDivsalar,"@JoeBiden @KamalaHarris Quarantine Camps?  
#StopTheSteal
#TrumpWon"
Neutral,VollrathTammie,RT @LeeSmithDC: Quarantine the healthy! https://t.co/mFNOyK7LrT
Neutral,Glennanelson19,RT @LeeSmithDC: Quarantine the healthy! https://t.co/mFNOyK7LrT
Neutral,mshson,But King Andy can impose quarantines on anyone daring to enter his State? #hypocrite #DemsAreDestroyingAmerica
Neutral,pattiesue7,"RT @MaggiePeggy123: Yes, they sent the V into nursing homes to quarantine them and shut them down. Families were kept away so they couldn't…"
Neutral,pattiesue7,"RT @MaggiePeggy123: Yes, they sent the V into nursing homes to quarantine them and shut them down. Families were kept away so they couldn't…"
Neutral,sueflu2000,"RT @MaggiePeggy123: Yes, they sent the V into nursing homes to quarantine them and shut them down. Families were kept away so they couldn't…"
Neutral,DonnaMAGA2020,"RT @MaggiePeggy123: Yes, they sent the V into nursing homes to quarantine them and shut them down. Families were kept away so they couldn't…"
Neutral,DonnaMAGA2020,"RT @MaggiePeggy123: Yes, they sent the V into nursing homes to quarantine them and shut them down. Families were kept away so they couldn't…"
Neutral,karensueburns,"RT @MaggiePeggy123: Yes, they sent the V into nursing homes to quarantine them and shut them down. Families were kept away so they couldn't…"
Neutral,lstrollo,RT @KazimirRampant: @Nigel_Farage @BorisJohnson is still in quarantine because the 🇺🇸 election which Mark Malloch-Brown and your @cityoflon…
Neutral,StegallMargaret,"@originalmarkz Thankful for President Trump, if it weren’t for him we would ALL BE IN QUARANTINE CAMPS! That is Age… https://t.co/XvsEpWHY70"
Neutral,cmc_tony,"After months of @dnc and @joebiden virtue signaling with masks, quarantining and the whole follow the science mantr… https://t.co/Cg5GfvbnNH"
Neutral,hmm_is_that_so,"""Quarantine Camps for those that REFUSE to be tested""
NEVER in a Trump-led America! 
This is Biden-led &amp; we won't b… https://t.co/mSub00VAgV"
Neutral,NeceTexas,"@GovMLG You caused this. All that needed done was help for the at risk elderly so they can self quarantine.
A new s… https://t.co/nCCdIuY2Io"
Neutral,BobFighter45,RT @AnBeOnd: CDC Finalizing Recommendation to Shorten Covid-19 Quarantines to 7-10 days. #MAGA #KAG  https://t.co/GXQ6ZwnZ08
Neutral,XArmandKleinX,RT @AnBeOnd: CDC Finalizing Recommendation to Shorten Covid-19 Quarantines to 7-10 days. #MAGA #KAG  https://t.co/GXQ6ZwnZ08
Neutral,Brits4Trump2020,RT @and_blurry: Baahaa🤣Fake 2nd round of a cold to try to give you a reason 4 quarantine CAMPS &amp; shutdowns. Funny it comes during FLU SEASO…
Neutral,realTroyLime,"RT @TomFitton: Election Day + 14 ~ Shocking! 
The CDC may soon recommend that people exposed to Covid-19 quarantine for seven to 10 days in…"
Neutral,dobelover45,RT @AnBeOnd: CDC Finalizing Recommendation to Shorten Covid-19 Quarantines to 7-10 days. #MAGA #KAG  https://t.co/GXQ6ZwnZ08
Neutral,jcblount,RT @AnBeOnd: CDC Finalizing Recommendation to Shorten Covid-19 Quarantines to 7-10 days. #MAGA #KAG  https://t.co/GXQ6ZwnZ08
Neutral,CGLKag,RT @AnBeOnd: CDC Finalizing Recommendation to Shorten Covid-19 Quarantines to 7-10 days. #MAGA #KAG  https://t.co/GXQ6ZwnZ08
Neutral,tarantua2020,@VoteBluAmerica @ossoff You know they are never stopping this lockdown. You want americas vote? Stop lockdowns
Neutral,MorpheusThink,"RT @luxluc3t: Could Covid lockdowns become climate lockdowns? Short answer, yes. https://t.co/Ape0woOIpp"
Neutral,7777honestly,and to keep the lockdown.
Neutral,MelindaKWillis,@JoeBiden @KamalaHarris No to Lockdowns!!
Neutral,peopletalk15,We must not allow the continued lockdowns!!
Neutral,BIOBDGUY,@JoeBiden ....because of lockdowns that you promote #DementiaJoe
Neutral,MelinaCNavyQT,With no masks or Lockdowns! Biden Did Nothing!
Neutral,Perch313,"Thread.
Resist lockdowns. 
Unmask America."
Neutral,dirtballhick,@HuddledMasses1 @DeebTrader70 @JoeBiden Neither does lockdowns
Neutral,kb_vet,@JoeBiden @KamalaHarris Your doing nothing but encouraging more lockdowns.
Neutral,GW_IsBack,@JoeBiden @KamalaHarris How? Mandatory lockdowns? No thank you
Neutral,sequoia1968,@DPWIMM @JoeBiden Masks and lockdowns don't save lives.
Neutral,JEBJOAN,"RT @Perch313: Thread.
Resist lockdowns. 
Unmask America."
Neutral,GaryDunsworth1,JUST LIKE THE LOCKDOWNS ARE “MANDATED” by the Evil Governors!!!!!  🤬🇺🇸🇺🇸🇺🇸
Neutral,NorCalPatriot2,@JoeBiden @KamalaHarris Translation = Nationwide Lockdown @POTUS @PressSec
Neutral,cmckenzie864,@GovMurphy We are tired of your ridiculous lockdown orders.  Can't wait to vote you out.
Neutral,devin_spooner,@JoeBiden Exactly.Most Americans are pist about the lockdowns across the country. Its unconstitutional!
