Sentiment,User,Post Content
Negative,@FawkesReport,"BEAST MODE: Candace Owens SHUTS DOWN Her Protesters | Huckabee  Candace your parents should be proud of you. I am. God bless her and protect her, she's truly an amazing person. She's found the LIGHT. She would be a great first female president of the United States of America AND SHE'LL NEED YOUR VOTE...THIS WOMAN HAS THE POWER TO GET BLACKS TO CROSS THE ISLE AND GET OFF THE #DEMOCRAT PLANTATION AND THAT IS WHY THEY HATE HER  #sheep #sheeple #flynn #maga #potus #wakeupamerica #USA #2a #truthwillsetyoufree #trump2020 #TRUMP #WeThePeople #FAKENEWS #jesuschrist  #patriots #america #truth #USA #gates  #vaccines opentheeconomy  #coronavirus  #msm #vets #children #democrats #covid19 #keepamericagreat #conservatives #1a #liberty #fakecrisis  #politics #endthelockdown  #stopthelockdown #childtraffiking #blamechina #nancypelosi #unitedwefight #god  #jesuschrist #jesus  #constitutionaltermlimits #savethe2nd #catholics #savethechildren #liberalhypocrisy"
