Sentiment,User,Post Content
Negative,CarolinFlorida,"RT @Wutevuh: @realDonaldTrump #LockdownsDontWork #America
Lockdowns are to control US!
#FightForTrump #USA &amp; #Freedom

#RecallGavinNewsom…"
Negative,Wutevuh,"@realDonaldTrump #LockdownsDontWork #America
Lockdowns are to control US!
#FightForTrump #USA &amp; #Freedom… https://t.co/Hp3LPrWD7f"
Negative,BrianCa10274922,"@realDonaldTrump 
@JoeBiden
#NOLOCKDOWN
#WORSETHENPROBLEM"
Negative,LucyKnows1,"RT @Law1Gloria: @yogagenie @GovRonDeSantis God bless you.

Yes Sir!
Matters schools open! #NoLockDown because this is America our Country o…"
Positive,coder_487,"RT @CatherineCloni2: #Tecnologia #COVID19 #coronavirus #CovidVaccine #StartUpEp13 #STAYC #StayHome #USA #canada #Australia 
@JoeBiden
 #ios…"
Positive,RosalindaCOMaga,@JoeBiden Agreed. You #StayHomeStaySafe #TrumpWon #StopTheSteal
Positive,abd130usa22nq,"RT @abd130usa22nq: ✌️Strong leadership ✌️
👉President Donald Trump with
👉Strong Air Force
#WonderWoman 
#WordPress 
#WorkFromHome 
#London…"
Positive,abd130usa22nq,"✌️Strong leadership ✌️
👉President Donald Trump with
👉Strong Air Force
#WonderWoman 
#WordPress 
#WorkFromHome… https://t.co/VfF62NNA8u"
Neutral,RealCindy9,"RT @RealCindy9: #Lockdown3  #Pressconference 
Joey Biden's daughter- arrested twice, no convictions

Joey Biden's brother- arrested three t…"
Neutral,MakeVaRedAgain1,"RT @RealCindy9: #Lockdown3  #Pressconference 
Joey Biden's daughter- arrested twice, no convictions

Joey Biden's brother- arrested three t…"
Neutral,SoleShoeMan,"RT @RealCindy9: #Lockdown3  #Pressconference 
Joey Biden's daughter- arrested twice, no convictions

Joey Biden's brother- arrested three t…"
Neutral,Michael06969,"RT @RealCindy9: #Lockdown3  #Pressconference 
Joey Biden's daughter- arrested twice, no convictions

Joey Biden's brother- arrested three t…"
Neutral,Eddietonymac,"RT @RealCindy9: #Lockdown3  #Pressconference 
Joey Biden's daughter- arrested twice, no convictions

Joey Biden's brother- arrested three t…"
Neutral,ConstitutionRN,"RT @RealCindy9: #Lockdown3  #Pressconference 
Joey Biden's daughter- arrested twice, no convictions

Joey Biden's brother- arrested three t…"
Neutral,scottiesi2008,"RT @RealCindy9: #Lockdown3  #Pressconference 
Joey Biden's daughter- arrested twice, no convictions

Joey Biden's brother- arrested three t…"
Neutral,RealCindy9,"#Lockdown3  #Pressconference 
Joey Biden's daughter- arrested twice, no convictions

Joey Biden's brother- arrested… https://t.co/t7a6C2Jxch"
Neutral,BobThiele2,"He should do this ASAP with all encompassing powers for arrest, subpoena, quarantine of ALL machines in every State!"
Neutral,AnuAten,@CodeMonkeyZ Sorry but no what’s different then trump doing it and liberals eventually doing it? These quarantines… https://t.co/ttuXs0qcoI
