Sentiment,User,Post Content
Neutral,howelco,"RT @heatherjones333: 🦠The ‘Super Spreader’ Speaker!😷

Pelosi Lets Dems Break Quarantine to Secure gavel Again https://t.co/TLQmFVj0uz"
Neutral,Lhop963,@Mariah00239743 @AdamInHTownTX @AlexZ_Leon @JoeBiden And the locations with the strictest lockdowns have had the wo… https://t.co/IYofkxwBvP
Neutral,sunsetrs,@thehill this guy said 2 million could die within months. thats why Trump agreed to the lockdown. he is such a liar
Neutral,MonsieurZim,Why I went to Publix insyead of Kroger for the first Lockdown last year! This is why You don’t wanna mess with a gu… https://t.co/VAqWZu1Q4R
Positive,lemalogos4,"RT @EpochOpinion: Opinion💭by @LeeSmithDC 

Joe Biden insists that to #WearAMask saves lives.

Evidence that #Masks stop the transmission of…"
Positive,rrcmspence,"RT @tmmyb: 100 Days...  

#MaskUp for 100 days with @JoeBiden and @KamalaHarris!

We will save thousands of lives!  Won’t that feel wonderf…"
Neutral,LLLwry,"RT @NYTupelo7: @LincolnsBible @CindynEncinitas Plus, think of the profit Kushner &amp; Trump made on all the PPE &amp; ventilators they stole!
The…"
Neutral,TheReal_WinnieD,Mask Up!
Neutral,InPolston,@Liz_Wheeler @JoeBiden It tells me that too many people are Not Wearing A MASK
Neutral,dellastreet19,@CheriJacobus I just looked at her Twitter. She’s a true MAGA and anti-mask.
Neutral,SherriM79925540,"@Liz_Wheeler @JoeBiden Tells me you are a fool, there is no mask compliance anywhere close to those percentages? Why lie?"
Neutral,ukexpat19,RT @Suzy63152212: @mog7546 she should have been banned. After Biden makes all federal buildings mask zones she'll either have to do it or l…
Neutral,mog7546,RT @Suzy63152212: @mog7546 she should have been banned. After Biden makes all federal buildings mask zones she'll either have to do it or l…
Neutral,JenCluff,@maggmountains @JoeBiden You are inconsiderate and ignorant to post such a statement.  A mask is not an infringemen… https://t.co/DwkybGsR5q
Neutral,InPolston,@JoeBiden You should be glad most people are wearing a mask bc they are protecting you!! I bet you will stand in line for the vaccine though
Neutral,BlueTsunami15,RT @tonybellerose: @JoeBiden Masks are ABSOLUTELY on and up!!! We got this Joe!! 17 more days and counting!!! https://t.co/id5X1KUgfU
Neutral,margaretjud149,RT @tonybellerose: @JoeBiden Masks are ABSOLUTELY on and up!!! We got this Joe!! 17 more days and counting!!! https://t.co/id5X1KUgfU
Neutral,sighandy58_andy,"RT @maggmountains: @JoeBiden I’m not wearing a mask, Joe! I’m encouraging thousands of other people not to too. This is free country! We ma…"
Neutral,erikblair,RT @Trazer_: @JoeBiden Are we still talking about masks? Perhaps discussing a stimulus check more than a pathetic $600 would be helpful. Pe…
Neutral,Allmercy007,RT @matt_hudgens: @mtgreenee Marjorie Green refused to wear a mask at the House swearing-in ceremony today and started a shouting match wit…
Neutral,PhilipCohen5,"@Acosta If only the Orange Oaf hadn't actively discouraged mask wearing …

The ""#TrumpVirus"": The U.S. has 5% of th… https://t.co/K4Xfq86Axi"
Neutral,WilDaBeast_22,"@MarxIsntDead If those people weren’t going to the game - outside, distanced and wearing a mask - they’d likely be… https://t.co/NoktjjzNKl"
Neutral,TXBuckeyeBaby,"@thomasjmoerman @maggmountains @JoeBiden You, as well, my friend. I wear my masks, go out as little I can, carry ha… https://t.co/IUE5EJLzdb"
Neutral,Tinker_Bell_04,RT @FirenzeMike: Getting sworn into Congress while planning to object to a “stolen election” on the 6th...also wearing a “Trump Won” mask l…
Neutral,khankiso,"Passengers forced off plane after 2 grinning Trump fans refuse to wear masks, spew n-word https://t.co/PyCUJ2Ucti"
Neutral,RonGOPVet4Biden,"First minute in Congress, QAnan Marjorie rolls in with “Trump Won” mask around her neck. This is going to be a wild… https://t.co/UKNy2lcl4u"
Neutral,InPolston,"RT @Liz_Wheeler: @JoeBiden There’s 97% mask compliance in San Fran.
97% in NYC.
97% in Washington D.C.
94% in Dallas.
96% in Philly.
95% in…"
Neutral,boltladypls,"RT @Liz_Wheeler: @JoeBiden There’s 97% mask compliance in San Fran.
97% in NYC.
97% in Washington D.C.
94% in Dallas.
96% in Philly.
95% in…"
Neutral,sehoward79,"RT @Liz_Wheeler: @JoeBiden There’s 97% mask compliance in San Fran.
97% in NYC.
97% in Washington D.C.
94% in Dallas.
96% in Philly.
95% in…"
Neutral,Mary86802059,"RT @Liz_Wheeler: @JoeBiden There’s 97% mask compliance in San Fran.
97% in NYC.
97% in Washington D.C.
94% in Dallas.
96% in Philly.
95% in…"
