Negative,conservative,@Brads618,ya hate to see it lol. #chicago #jbpritzker #trump2020 #endthelockdown
Negative,conservative,@Domluna,Rise up! Resist! No more lockdowns!!!
Negative,conservative,@JimJordan,Democrats: “No Thanksgiving this year.” President Trump: “No more lockdowns.”
Negative,conservative,@BrunettePolitican,#PLANDEMIC 🇺🇸 #reopenamerica
Negative,conservative,@donaldjtrumpinfo,ECHO If You Think The Democrats CHEATED in this election! #presidenttrump #donaldtrump #censorship #stopcensorship #fakenews #veterans #libertyordeath #stopthelockdown #lockdown #StoptheSteal #ElectionInterference #VoterFraud #RiggedElection #VotingFraud #ElectionFraud #CashForBallots #MailFraud #ElectionCorruption #ProtectTheVote #DeadVoters #ExposeUSPS #SpoiledBallots #BackDateGate #BallotHarvesting #math #MAGA #MAGA2020 #Trump2020 #Election2020 #freedom #nosocialism #StoptheSteal #independence #stand4america #politics #reopenamerica #truth #newsmax @tedcruz @marklevinshow #hannity
Negative,conservative,@donaldjtrumpinfo,Echo the good news! Alaska is ours! #presidenttrump #donaldtrump #censorship #stopcensorship #fakenews #veterans #libertyordeath #stopthelockdown #lockdown #StoptheSteal #maga #ElectionInterference #VoterFraud #RiggedElection #VotingFraud #ElectionFraud #CashForBallots #MailFraud #ElectionCorruption #ProtectTheVote #DeadVoters #ExposeUSPS #SpoiledBallots #BackDateGate #BallotHarvesting #math #MAGA #MAGA2020 #Trump2020 #Election2020 #freedom #nosocialism #StoptheSteal #independence #stand4america #politics #reopenamerica #truth #newsmax @tedcruz @marklevinshow #hannity
Negative,conservative,@donaldjtrumpinfo,Echo if you will NOT support Sleepy Joe and the Dems! #presidenttrump #donaldtrump #censorship #stopcensorship #fakenews #veterans #libertyordeath #stopthelockdown #lockdown #StoptheSteal #ElectionInterference #VoterFraud #RiggedElection #VotingFraud #ElectionFraud #CashForBallots #MailFraud #ElectionCorruption #ProtectTheVote #DeadVoters #ExposeUSPS #SpoiledBallots #BackDateGate #BallotHarvesting #math #MAGA #MAGA2020 #Trump2020 #Election2020 #freedom #nosocialism #StoptheSteal #independence #stand4america #politics #reopenamerica #truth #newsmax @tedcruz @marklevinshow #hannity
Negative,conservative,@donaldjtrumpinfo,Echo if you think this is INSANE!   Chicago Ordered ‘Cancel Traditional Thanksgiving Celebration’ #thanksgiving #presidenttrump #donaldtrump #censorship #maga #stopcensorship #fakenews #veterans #libertyordeath #stopthelockdown #lockdown #StoptheSteal #ElectionInterference #VoterFraud #RiggedElection #VotingFraud #ElectionFraud #CashForBallots #MailFraud #ElectionCorruption #ProtectTheVote #DeadVoters #ExposeUSPS #SpoiledBallots #BackDateGate #BallotHarvesting #math #MAGA #MAGA2020 #Trump2020 #Election2020 #freedom #nosocialism #StoptheSteal #independence #stand4america #politics #reopenamerica #truth #newsmax @tedcruz @marklevinshow #hannity
Negative,conservative,@donaldjtrumpinfo,WE WILL WIN! 🇺🇸 Echo if you agree! #trump2020 #maga #trump #usa #election2020 #electionfraud #stopthesteal #presidenttrump #donaldtrump #censorship #stopcensorship #fakenews #veterans #libertyordeath #stopthelockdown #lockdown #StoptheSteal #ElectionInterference #VoterFraud #RiggedElection #VotingFraud #ElectionFraud #CashForBallots #MailFraud #ElectionCorruption #ProtectTheVote #DeadVoters #ExposeUSPS #SpoiledBallots #BackDateGate #BallotHarvesting #math #MAGA #MAGA2020 #Trump2020 #Election2020 #freedom #nosocialism #StoptheSteal #independence #stand4america #politics #reopenamerica #truth #newsmax @tedcruz @marklevinshow #hannity
Negative,conservative,@donaldjtrumpinfo,Hurry and Follow Us at Parler.. Echo this out as I might need to leave Facebook and Twitter VERY soon as they continue to censor us. PLEASE SHARE.... This is a wonderful alternative and OUR voices need to be heard. But do this ASAP.. Please Echo and FOLLOW... #presidenttrump #donaldtrump #censorship #stopcensorship #fakenews #veterans #libertyordeath #stopthelockdown #lockdown #StoptheSteal #ElectionInterference #VoterFraud #RiggedElection #VotingFraud #ElectionFraud #CashForBallots #MailFraud #ElectionCorruption #ProtectTheVote #DeadVoters #ExposeUSPS #SpoiledBallots #BackDateGate #BallotHarvesting #math #MAGA #MAGA2020 #Trump2020 #Election2020 #freedom #nosocialism #StoptheSteal #independence #stand4america #politics #reopenamerica #truth #newsmax @tedcruz @marklevinshow #hannity
Negative,conservative,@BethVanDuyne,"The Biden Lockdown? They are still counting ballots as Biden’s brain trust plans how to shut down the whole country? Uh, no. Get ready for a fight from this Texan."
Negative,conservative,@JohnT3,Gov. Tate Reeves Says Mississippi Wouldn't Comply with Biden Lockdown Secede!
Negative,conservative,@BoatWoman,"Let’s see - Cuomo says “It’s over when we have a vaccine” (re Covid) But now that we have one ... “Let’s not let it (vaccine) come out for several more months” How many more people do you want to die, Cuomo? #moron #covid19 #nolockdowns #Pfizervaccine"
Negative,conservative,@AmberGunter,God did not give man authority over all land and the animals on it to be dictated by other men to lock ourselves away... #freedom #free #covid19 #coronavirus #lockdowns #endtheshutdown #freemen #patriots #biblestudy #politics
Positive,conservative,@Fight4FreedomEst1776,"So we can party in the streets last week..... but we can't meet with our family on Thanksgiving. I will wear a mask out of respect for others but I refuse to lock down for any reason! The government can not control us we are free to make our own decisions!  I WILL NOT LOCK DOWN FOR ANY GOVERNMENT OFFICAL!  This advisory calls on all Chicagoans to do the following: – Stay home unless for essential reasons – Stop having guests over—including family members you do not live with – Avoid non-essential travel – Cancel traditional Thanksgiving plans– Stay home unless for essential reasons – Stop having guests over—including family members you do not live with – Avoid non-essential travel – Cancel traditional Thanksgiving plans — Mayor Lori Lightfoot (@chicagosmayor) November 12, 2020 November 8, 2020⬇️⬇️⬇️⬇️⬇️⬇️⬇️"
Positive,conservative,@cctalk,1941 in the beginning.  “Please get on the train it’s for your safety” 2020 in the beginning. “please stay home it’s for your safety” #cctalk #freedomoverfear
Positive,conservative,@BigRedRobert,Agreed!!! This is the Land of the Free!! I plan to live my life freely! The scared libs can stay home and cry. The empty roads and flights will be nice this holiday season
Positive,conservative,@David73610,"If you’re at risk or afraid of getting covid YOU stay home! Don’t tell me how I have to live!!! If you think breathing through paper or cloth is gonna stop a virus, stick your head up your ass. WASH YOUR HANDS AND DONT TOUCH YOUR FACE!!!"
Positive,conservative,@ChelleLeee,"♥A CALL FOR UNITY♥ !!DO NOT ALLOW A LOCK DOWN!! Everyone and I mean EVERYONE! It doesn't matter what race, sex, age, political party or economic status. What does matter is that you do NOT lock down!  I don't mean one or two of you or even 10 of you! I mean the entire city or state needs to stand their ground!!!  This fight isn't as obvious as you think. It isn't about Trump vrs Biden or Pelosi. It isn't about Republicans vrs Democrats. It isn't Antifa/BLM against the Trump Supporters and it ISN'T about racism! The PEOPLE run this country NOT the politicians! We appoint them to serve US! They are forcing these lock downs and rigging elections, not to control Trump, but to control YOU!!!!! We live in a FREE Society and our Government doesn't have the right to make us stay home for ANY reason and it is time for the people to come together and stand against all the political leaders who are causing chaos! DO NOT COMPLY!!!!"
Positive,conservative,@buskirk,"The Biden-Harris Team is already talking about 4-6 weeks of new national lockdowns if they take office.  Remember when it was 2 weeks to slow the spread?  Remember when if you just wore a mask, we wouldn't have to lockdown? (We've had mask mandates for months) Remember when we just needed better treatments and a vaccine? (Regeneron is widely available & multiples vaccines will be available before inauguration day. China has a widely distributed vaccine already) But still...they want to lock you in your house, stop your life, keep you away from church and your loved ones.  No."
Positive,conservative,@DTrump2020,Joe Biden Coronavirus Adviser Urges National Lockdown for ‘4 to 6 Weeks’
Positive,conservative,@conservativewarrior,GOD BLESSS TATE REEVES!  Mississippi Gov.: State Won't Participate in National Lockdown
Positive,conservative,@coonass07,You heard the Democrats Gov are starting thier lockdown inthier state good alot of people will have bad holidays no Christmas for thier families no work stay at home that's what you get when you vote for a Democrat I m so happy forthem
Neutral,conservative,@Groskyc51,"If he already had it, then why is he self quarantined 😳😳😳."
Neutral,conservative,@AbbyJohnsonOfficial,"It’s time for every church in America to defy lockdown, quarantine and any other orders related to this virus. People need to be in Church. They need to fellowship with other believers. They NEED hope. They need Jesus. Stop cowering to the government. Stand up and fight."
Neutral,conservative,@JohnTylerPatriot,"📣ECHO📣ECHO📣 In July, why did  @NYGovCuomo  visit Savannah Georgia and pledge support of NY resources in middle of a pandemic? Seemed like a strange and random “essential trip” for Gov at the time considering NY was epicenter of Covid-19. While there, Cuomo was spotted unmasked and laughing with local politicians and upon return to NY claimed he did not need to follow his own quarantine rules because he was “an essential employee of the state” “Cuomo delivered masks, test kits, gowns, face shields and hand sanitizer. He said he would help Savannah set up two new public testing sites aimed at lower income people and said he would share contact tracing expertise.”  Gee that’s nice. After complaining we didn’t have enough supplies here in New York for months.  @liloudmajority #cuomovirus #arrestcuomo #voteforcuomonotthehomo #ilduce #cuomokilledthousands @marklevinshow @dbongino @repleezeldin @nmalliotakis #wherearetherepublicans"
Neutral,conservative,@Iluvmotherhood,"Whyyyy Netflix? 🙄 Ya’ll just love stirring the pot. Covid-23 movie about a virus that is infecting the world and killing them. Everyone is in lock down and quarantined. Government is abducting people.  The people who made The Purge and The Quiet Place help make this movie? I mean what could go wrong with masses of people who are worried already watching this? I mean I don’t really care because Viruses are Viruses 🤷🏻‍♀️ what can we do? But I just think a little poor timing Netflix. Hope the Obamas didn’t help develop this movie, as their friend Joe is about take office. (The Obamas are on the board of the development of programming and films for a Netflix. They are not the only one of course, but they are on board) Yes I know it’s a movie. Yes I know it’s fake. Yes I know there are many other virus movies out there already available to watch. I just smh on the timing. What kind of name is Songbird? Demi Moore?  I mean I will watch it 🤣😂🤣 but C’mon man. #covidhysteria #netflix"
Neutral,conservative,@DylanWheeler511,"I second this, David. The right becomes just as unhinged as the left when you disagree with them or point out inconvenient facts that don’t match their narratives. Trump refused to fire Fauci & decided to destroy the middle class by making us dependent on the internet & a few giant corporations. Exactly what (((they))) wanted to happen - & a second lockdown will wrap that up for good.... From “deplorable” to “non-essential.”"
Neutral,conservative,@Anie,"Just another power hungry governor in another blue state. So over it. Virginia has had a mask mandate since May. Wasn’t that and the stupid lockdown supposed to make it disappear? Newsflash. The virus isn’t going anywhere. It’s here to stay. Enough is enough. I’m sure an expanded mask mandate, not allowing groups of more than 25 and not serving alcohol past 10 pm will nip it right in the bud. The economy can’t take any more of this lockdown and control stupidity. Moron. High risk individuals need to take appropriate precautions. Everyone else needs to get back to their lives, jobs and reality. #virginiasucks #governornortham #corruptbluestates #bluestates #maskerade #jobsmatter #alljobsmatter #lockdowns #powerhungry #masksdontstopviruses #freedommatters #fightforfreedom"
Neutral,conservative,@Jenny0,#oregon #nomask #lockdown #portlandoregon #stopthesteal  We are getting together in salem oregon wed at 10:00 am to stop lockdowns.
Neutral,conservative,@carlheijndickx,To anyone who believes the lockdown is finishing on the December the 2nd why is the globalist puppet Rishi Sunak the snake who is a known member of the cabal has managed to get boris Johnson to extend the furlough scheme to march ? Why I mentioned in a past post that a new strain of covid called covid 21 will be rolled out in Feb next year sending us into further lockdowns until a financial crash occurs
Neutral,conservative,@GabrielleSeunagal,"Another lockdown from another tyrannical governor. As a former Michigan resident and current Georgia resident, words cannot express how glad I am to have left Michigan in 2016.  Read and echo my latest political article about blue state lockdowns. EXCERPT from my latest work here:  ""Since the inception of COVID-19, Whitmer has made her lack of interest in bipartisan work very clear. At each and every turn possible, she’s sidestepped the Michigan legislature to do things her own way, passing broad and unilateral orders in the name of pseudoscience."" - Gabrielle Seunagal  #deplorable #votetrump #uprootthefraud #michigan #gretchenwhitmer"
Neutral,conservative,@Golfball984,Boycott lockdowns
Neutral,conservative,@AmericanVoterUS,"These lockdowns need to end, our children are suffering"
Neutral,conservative,@JimJordan,-Lockdowns -Mask police -Curfews  What about freedom?
Neutral,conservative,@JimJordan,-Lockdowns -Mask police -Curfews  What about freedom?
Neutral,conservative,@JimJordan,-Lockdowns -Mask police -Curfews  What about freedom?
Neutral,conservative,@JimJordan,-Lockdowns -Mask police -Curfews  What about freedom?
Neutral,conservative,@JimJordan,-Lockdowns -Mask police -Curfews  What about freedom?
Neutral,conservative,@bestsparklegirl,"Jim Jordan: ‘Don’t Cancel Thanksgiving’; Instead, ‘Cancel Lockdowns’"
Neutral,conservative,@Debransome72,We are not alone. Everyone is uprising against the government lockdowns. DO NOT BUY INTO THE HYPE. OUR FREEDOM IS AT STAKE!
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@ChumpElect,Don’t care. NY had a chance to help themselves and didn’t. Enjoy your lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@JimJordan,Don’t cancel Thanksgiving.  Don’t cancel Christmas.  Cancel lockdowns.
Neutral,conservative,@DiamondAndSilk,Wonder if the reason these Governors are pushing lockdowns could be to stop the courts from operating? Something to think about....
